country,year,sex,age,suicides_no,population,suicides_per_100k,gdp,gdp_per_capita,generation,Region,happiness_rank,happiness_score,family,life_expectancy,freedom,govt_corruption,generosity,dystopia_residual
Poland,2015,male,35-54 years,1665,5194280,32.05,"477,355,617,456",13228,Generation X,Central and Eastern Europe,60,5.791,1.27948,0.77903,0.53122,0.04212,0.16759000000000002,1.86565
Poland,2015,male,75+ years,288,902310,31.92,"477,355,617,456",13228,Silent,Central and Eastern Europe,60,5.791,1.27948,0.77903,0.53122,0.04212,0.16759000000000002,1.86565
Poland,2015,male,25-34 years,768,3043082,25.24,"477,355,617,456",13228,Millenials,Central and Eastern Europe,60,5.791,1.27948,0.77903,0.53122,0.04212,0.16759000000000002,1.86565
Poland,2015,male,15-24 years,440,2274111,19.35,"477,355,617,456",13228,Millenials,Central and Eastern Europe,60,5.791,1.27948,0.77903,0.53122,0.04212,0.16759000000000002,1.86565
Poland,2015,female,55-74 years,251,4778252,5.25,"477,355,617,456",13228,Boomers,Central and Eastern Europe,60,5.791,1.27948,0.77903,0.53122,0.04212,0.16759000000000002,1.86565
Poland,2015,female,35-54 years,256,5143247,4.98,"477,355,617,456",13228,Generation X,Central and Eastern Europe,60,5.791,1.27948,0.77903,0.53122,0.04212,0.16759000000000002,1.86565
Poland,2015,female,75+ years,77,1790695,4.3,"477,355,617,456",13228,Silent,Central and Eastern Europe,60,5.791,1.27948,0.77903,0.53122,0.04212,0.16759000000000002,1.86565
Poland,2015,female,15-24 years,61,2176442,2.8,"477,355,617,456",13228,Millenials,Central and Eastern Europe,60,5.791,1.27948,0.77903,0.53122,0.04212,0.16759000000000002,1.86565
Poland,2015,female,25-34 years,71,2931931,2.42,"477,355,617,456",13228,Millenials,Central and Eastern Europe,60,5.791,1.27948,0.77903,0.53122,0.04212,0.16759000000000002,1.86565
Poland,2015,male,5-14 years,12,1953588,0.61,"477,355,617,456",13228,Generation Z,Central and Eastern Europe,60,5.791,1.27948,0.77903,0.53122,0.04212,0.16759000000000002,1.86565
Poland,2015,female,5-14 years,7,1855256,0.38,"477,355,617,456",13228,Generation Z,Central and Eastern Europe,60,5.791,1.27948,0.77903,0.53122,0.04212,0.16759000000000002,1.86565
Qatar,2015,male,15-24 years,13,277494,4.68,"164,641,483,516",69937,Millenials,Middle East and Northern Africa,28,6.611000000000001,1.0786,0.79733,0.6404,0.52208,0.32573,1.55674
Qatar,2015,male,35-54 years,23,651297,3.53,"164,641,483,516",69937,Generation X,Middle East and Northern Africa,28,6.611000000000001,1.0786,0.79733,0.6404,0.52208,0.32573,1.55674
Qatar,2015,male,25-34 years,20,672458,2.97,"164,641,483,516",69937,Millenials,Middle East and Northern Africa,28,6.611000000000001,1.0786,0.79733,0.6404,0.52208,0.32573,1.55674
Qatar,2015,female,35-54 years,5,169638,2.95,"164,641,483,516",69937,Generation X,Middle East and Northern Africa,28,6.611000000000001,1.0786,0.79733,0.6404,0.52208,0.32573,1.55674
Qatar,2015,female,15-24 years,2,85120,2.35,"164,641,483,516",69937,Millenials,Middle East and Northern Africa,28,6.611000000000001,1.0786,0.79733,0.6404,0.52208,0.32573,1.55674
Qatar,2015,female,25-34 years,2,162310,1.23,"164,641,483,516",69937,Millenials,Middle East and Northern Africa,28,6.611000000000001,1.0786,0.79733,0.6404,0.52208,0.32573,1.55674
Qatar,2015,male,55-74 years,1,88140,1.13,"164,641,483,516",69937,Boomers,Middle East and Northern Africa,28,6.611000000000001,1.0786,0.79733,0.6404,0.52208,0.32573,1.55674
Qatar,2015,female,5-14 years,0,104727,0.0,"164,641,483,516",69937,Generation Z,Middle East and Northern Africa,28,6.611000000000001,1.0786,0.79733,0.6404,0.52208,0.32573,1.55674
Qatar,2015,female,55-74 years,0,23389,0.0,"164,641,483,516",69937,Boomers,Middle East and Northern Africa,28,6.611000000000001,1.0786,0.79733,0.6404,0.52208,0.32573,1.55674
Qatar,2015,female,75+ years,0,2996,0.0,"164,641,483,516",69937,Silent,Middle East and Northern Africa,28,6.611000000000001,1.0786,0.79733,0.6404,0.52208,0.32573,1.55674
Qatar,2015,male,5-14 years,0,110987,0.0,"164,641,483,516",69937,Generation Z,Middle East and Northern Africa,28,6.611000000000001,1.0786,0.79733,0.6404,0.52208,0.32573,1.55674
Qatar,2015,male,75+ years,0,5591,0.0,"164,641,483,516",69937,Silent,Middle East and Northern Africa,28,6.611000000000001,1.0786,0.79733,0.6404,0.52208,0.32573,1.55674
Romania,2015,male,75+ years,189,578683,32.66,"177,911,101,680",9431,Silent,Central and Eastern Europe,86,5.124,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.9312900000000002
Romania,2015,male,55-74 years,631,2065830,30.54,"177,911,101,680",9431,Boomers,Central and Eastern Europe,86,5.124,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.9312900000000002
Romania,2015,male,35-54 years,734,2931496,25.04,"177,911,101,680",9431,Generation X,Central and Eastern Europe,86,5.124,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.9312900000000002
Romania,2015,male,25-34 years,198,1398510,14.16,"177,911,101,680",9431,Millenials,Central and Eastern Europe,86,5.124,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.9312900000000002
Romania,2015,male,15-24 years,123,1126484,10.92,"177,911,101,680",9431,Millenials,Central and Eastern Europe,86,5.124,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.9312900000000002
Romania,2015,female,75+ years,66,991307,6.66,"177,911,101,680",9431,Silent,Central and Eastern Europe,86,5.124,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.9312900000000002
Romania,2015,female,55-74 years,129,2467460,5.23,"177,911,101,680",9431,Boomers,Central and Eastern Europe,86,5.124,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.9312900000000002
Romania,2015,female,35-54 years,104,2818504,3.69,"177,911,101,680",9431,Generation X,Central and Eastern Europe,86,5.124,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.9312900000000002
Romania,2015,female,25-34 years,24,1307443,1.84,"177,911,101,680",9431,Millenials,Central and Eastern Europe,86,5.124,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.9312900000000002
Romania,2015,female,15-24 years,15,1060311,1.41,"177,911,101,680",9431,Millenials,Central and Eastern Europe,86,5.124,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.9312900000000002
Romania,2015,male,5-14 years,11,1088177,1.01,"177,911,101,680",9431,Generation Z,Central and Eastern Europe,86,5.124,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.9312900000000002
Romania,2015,female,5-14 years,4,1029722,0.39,"177,911,101,680",9431,Generation Z,Central and Eastern Europe,86,5.124,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.9312900000000002
Serbia,2015,male,75+ years,189,228745,82.62,"37,160,332,465",5492,Silent,Central and Eastern Europe,87,5.122999999999999,1.0096399999999999,0.74836,0.20107,0.02617,0.19230999999999998,2.025
Serbia,2015,male,55-74 years,286,852168,33.56,"37,160,332,465",5492,Boomers,Central and Eastern Europe,87,5.122999999999999,1.0096399999999999,0.74836,0.20107,0.02617,0.19230999999999998,2.025
Serbia,2015,male,35-54 years,219,967544,22.63,"37,160,332,465",5492,Generation X,Central and Eastern Europe,87,5.122999999999999,1.0096399999999999,0.74836,0.20107,0.02617,0.19230999999999998,2.025
Serbia,2015,female,75+ years,77,351830,21.89,"37,160,332,465",5492,Silent,Central and Eastern Europe,87,5.122999999999999,1.0096399999999999,0.74836,0.20107,0.02617,0.19230999999999998,2.025
Serbia,2015,male,25-34 years,70,480793,14.56,"37,160,332,465",5492,Millenials,Central and Eastern Europe,87,5.122999999999999,1.0096399999999999,0.74836,0.20107,0.02617,0.19230999999999998,2.025
Serbia,2015,female,55-74 years,98,976577,10.04,"37,160,332,465",5492,Boomers,Central and Eastern Europe,87,5.122999999999999,1.0096399999999999,0.74836,0.20107,0.02617,0.19230999999999998,2.025
Serbia,2015,male,15-24 years,27,400082,6.75,"37,160,332,465",5492,Millenials,Central and Eastern Europe,87,5.122999999999999,1.0096399999999999,0.74836,0.20107,0.02617,0.19230999999999998,2.025
Serbia,2015,female,35-54 years,65,975773,6.66,"37,160,332,465",5492,Generation X,Central and Eastern Europe,87,5.122999999999999,1.0096399999999999,0.74836,0.20107,0.02617,0.19230999999999998,2.025
Serbia,2015,female,25-34 years,21,461733,4.55,"37,160,332,465",5492,Millenials,Central and Eastern Europe,87,5.122999999999999,1.0096399999999999,0.74836,0.20107,0.02617,0.19230999999999998,2.025
Serbia,2015,female,15-24 years,7,378130,1.85,"37,160,332,465",5492,Millenials,Central and Eastern Europe,87,5.122999999999999,1.0096399999999999,0.74836,0.20107,0.02617,0.19230999999999998,2.025
Serbia,2015,male,5-14 years,2,356525,0.56,"37,160,332,465",5492,Generation Z,Central and Eastern Europe,87,5.122999999999999,1.0096399999999999,0.74836,0.20107,0.02617,0.19230999999999998,2.025
Serbia,2015,female,5-14 years,1,336506,0.3,"37,160,332,465",5492,Generation Z,Central and Eastern Europe,87,5.122999999999999,1.0096399999999999,0.74836,0.20107,0.02617,0.19230999999999998,2.025
Singapore,2015,male,75+ years,15,71060,21.11,"304,097,759,674",81766,Silent,Southeastern Asia,24,6.797999999999999,1.02,1.02525,0.54252,0.4921,0.31105,1.8850099999999999
Singapore,2015,male,55-74 years,73,403996,18.07,"304,097,759,674",81766,Boomers,Southeastern Asia,24,6.797999999999999,1.02,1.02525,0.54252,0.4921,0.31105,1.8850099999999999
Singapore,2015,male,35-54 years,79,606327,13.03,"304,097,759,674",81766,Generation X,Southeastern Asia,24,6.797999999999999,1.02,1.02525,0.54252,0.4921,0.31105,1.8850099999999999
Singapore,2015,female,75+ years,13,103599,12.55,"304,097,759,674",81766,Silent,Southeastern Asia,24,6.797999999999999,1.02,1.02525,0.54252,0.4921,0.31105,1.8850099999999999
Singapore,2015,male,25-34 years,30,270351,11.1,"304,097,759,674",81766,Millenials,Southeastern Asia,24,6.797999999999999,1.02,1.02525,0.54252,0.4921,0.31105,1.8850099999999999
Singapore,2015,male,15-24 years,19,257780,7.37,"304,097,759,674",81766,Millenials,Southeastern Asia,24,6.797999999999999,1.02,1.02525,0.54252,0.4921,0.31105,1.8850099999999999
Singapore,2015,female,55-74 years,28,416616,6.72,"304,097,759,674",81766,Boomers,Southeastern Asia,24,6.797999999999999,1.02,1.02525,0.54252,0.4921,0.31105,1.8850099999999999
Singapore,2015,female,25-34 years,18,291298,6.18,"304,097,759,674",81766,Millenials,Southeastern Asia,24,6.797999999999999,1.02,1.02525,0.54252,0.4921,0.31105,1.8850099999999999
Singapore,2015,female,15-24 years,15,249249,6.02,"304,097,759,674",81766,Millenials,Southeastern Asia,24,6.797999999999999,1.02,1.02525,0.54252,0.4921,0.31105,1.8850099999999999
Singapore,2015,female,35-54 years,36,629999,5.71,"304,097,759,674",81766,Generation X,Southeastern Asia,24,6.797999999999999,1.02,1.02525,0.54252,0.4921,0.31105,1.8850099999999999
Singapore,2015,male,5-14 years,2,213262,0.94,"304,097,759,674",81766,Generation Z,Southeastern Asia,24,6.797999999999999,1.02,1.02525,0.54252,0.4921,0.31105,1.8850099999999999
Singapore,2015,female,5-14 years,1,205578,0.49,"304,097,759,674",81766,Generation Z,Southeastern Asia,24,6.797999999999999,1.02,1.02525,0.54252,0.4921,0.31105,1.8850099999999999
Slovenia,2015,male,75+ years,62,62345,99.45,"43,072,415,017",22036,Silent,Central and Eastern Europe,55,5.848,1.27385,0.8733700000000001,0.60855,0.03787,0.25328,1.6158299999999999
Slovenia,2015,male,55-74 years,120,239919,50.02,"43,072,415,017",22036,Boomers,Central and Eastern Europe,55,5.848,1.27385,0.8733700000000001,0.60855,0.03787,0.25328,1.6158299999999999
Slovenia,2015,male,35-54 years,106,315248,33.62,"43,072,415,017",22036,Generation X,Central and Eastern Europe,55,5.848,1.27385,0.8733700000000001,0.60855,0.03787,0.25328,1.6158299999999999
Slovenia,2015,male,25-34 years,29,144722,20.04,"43,072,415,017",22036,Millenials,Central and Eastern Europe,55,5.848,1.27385,0.8733700000000001,0.60855,0.03787,0.25328,1.6158299999999999
Slovenia,2015,female,75+ years,19,114010,16.67,"43,072,415,017",22036,Silent,Central and Eastern Europe,55,5.848,1.27385,0.8733700000000001,0.60855,0.03787,0.25328,1.6158299999999999
Slovenia,2015,female,55-74 years,40,252261,15.86,"43,072,415,017",22036,Boomers,Central and Eastern Europe,55,5.848,1.27385,0.8733700000000001,0.60855,0.03787,0.25328,1.6158299999999999
Slovenia,2015,male,15-24 years,14,103331,13.55,"43,072,415,017",22036,Millenials,Central and Eastern Europe,55,5.848,1.27385,0.8733700000000001,0.60855,0.03787,0.25328,1.6158299999999999
Slovenia,2015,female,35-54 years,23,295637,7.78,"43,072,415,017",22036,Generation X,Central and Eastern Europe,55,5.848,1.27385,0.8733700000000001,0.60855,0.03787,0.25328,1.6158299999999999
Slovenia,2015,female,25-34 years,5,132806,3.76,"43,072,415,017",22036,Millenials,Central and Eastern Europe,55,5.848,1.27385,0.8733700000000001,0.60855,0.03787,0.25328,1.6158299999999999
Slovenia,2015,female,15-24 years,3,97579,3.07,"43,072,415,017",22036,Millenials,Central and Eastern Europe,55,5.848,1.27385,0.8733700000000001,0.60855,0.03787,0.25328,1.6158299999999999
Slovenia,2015,male,5-14 years,1,101184,0.99,"43,072,415,017",22036,Generation Z,Central and Eastern Europe,55,5.848,1.27385,0.8733700000000001,0.60855,0.03787,0.25328,1.6158299999999999
Slovenia,2015,female,5-14 years,0,95590,0.0,"43,072,415,017",22036,Generation Z,Central and Eastern Europe,55,5.848,1.27385,0.8733700000000001,0.60855,0.03787,0.25328,1.6158299999999999
South Africa,2015,male,75+ years,8,285743,2.8,"317,741,039,198",6403,Silent,Sub-Saharan Africa,113,4.6419999999999995,1.18468,0.27688,0.33207,0.08884,0.11972999999999999,1.7195599999999998
South Africa,2015,male,25-34 years,126,5001052,2.52,"317,741,039,198",6403,Millenials,Sub-Saharan Africa,113,4.6419999999999995,1.18468,0.27688,0.33207,0.08884,0.11972999999999999,1.7195599999999998
South Africa,2015,male,15-24 years,90,5190482,1.73,"317,741,039,198",6403,Millenials,Sub-Saharan Africa,113,4.6419999999999995,1.18468,0.27688,0.33207,0.08884,0.11972999999999999,1.7195599999999998
South Africa,2015,male,55-74 years,41,2426511,1.69,"317,741,039,198",6403,Boomers,Sub-Saharan Africa,113,4.6419999999999995,1.18468,0.27688,0.33207,0.08884,0.11972999999999999,1.7195599999999998
South Africa,2015,male,35-54 years,101,6066751,1.66,"317,741,039,198",6403,Generation X,Sub-Saharan Africa,113,4.6419999999999995,1.18468,0.27688,0.33207,0.08884,0.11972999999999999,1.7195599999999998
South Africa,2015,female,15-24 years,34,5105930,0.67,"317,741,039,198",6403,Millenials,Sub-Saharan Africa,113,4.6419999999999995,1.18468,0.27688,0.33207,0.08884,0.11972999999999999,1.7195599999999998
South Africa,2015,female,25-34 years,27,4822164,0.56,"317,741,039,198",6403,Millenials,Sub-Saharan Africa,113,4.6419999999999995,1.18468,0.27688,0.33207,0.08884,0.11972999999999999,1.7195599999999998
South Africa,2015,female,35-54 years,26,6396045,0.41,"317,741,039,198",6403,Generation X,Sub-Saharan Africa,113,4.6419999999999995,1.18468,0.27688,0.33207,0.08884,0.11972999999999999,1.7195599999999998
South Africa,2015,female,75+ years,2,615701,0.32,"317,741,039,198",6403,Silent,Sub-Saharan Africa,113,4.6419999999999995,1.18468,0.27688,0.33207,0.08884,0.11972999999999999,1.7195599999999998
South Africa,2015,female,55-74 years,10,3155486,0.32,"317,741,039,198",6403,Boomers,Sub-Saharan Africa,113,4.6419999999999995,1.18468,0.27688,0.33207,0.08884,0.11972999999999999,1.7195599999999998
South Africa,2015,male,5-14 years,11,5318168,0.21,"317,741,039,198",6403,Generation Z,Sub-Saharan Africa,113,4.6419999999999995,1.18468,0.27688,0.33207,0.08884,0.11972999999999999,1.7195599999999998
South Africa,2015,female,5-14 years,6,5243427,0.11,"317,741,039,198",6403,Generation Z,Sub-Saharan Africa,113,4.6419999999999995,1.18468,0.27688,0.33207,0.08884,0.11972999999999999,1.7195599999999998
Spain,2015,male,75+ years,573,1693221,33.84,"1,197,789,902,774",27108,Silent,Western Europe,36,6.329,1.31379,0.95562,0.45951000000000003,0.06398,0.18227000000000002,2.12367
Spain,2015,male,55-74 years,736,4750328,15.49,"1,197,789,902,774",27108,Boomers,Western Europe,36,6.329,1.31379,0.95562,0.45951000000000003,0.06398,0.18227000000000002,2.12367
Spain,2015,male,35-54 years,1015,7551081,13.44,"1,197,789,902,774",27108,Generation X,Western Europe,36,6.329,1.31379,0.95562,0.45951000000000003,0.06398,0.18227000000000002,2.12367
Spain,2015,male,25-34 years,241,2897590,8.32,"1,197,789,902,774",27108,Millenials,Western Europe,36,6.329,1.31379,0.95562,0.45951000000000003,0.06398,0.18227000000000002,2.12367
Spain,2015,female,75+ years,168,2624796,6.4,"1,197,789,902,774",27108,Silent,Western Europe,36,6.329,1.31379,0.95562,0.45951000000000003,0.06398,0.18227000000000002,2.12367
Spain,2015,female,55-74 years,281,5125562,5.48,"1,197,789,902,774",27108,Boomers,Western Europe,36,6.329,1.31379,0.95562,0.45951000000000003,0.06398,0.18227000000000002,2.12367
Spain,2015,female,35-54 years,360,7389698,4.87,"1,197,789,902,774",27108,Generation X,Western Europe,36,6.329,1.31379,0.95562,0.45951000000000003,0.06398,0.18227000000000002,2.12367
Spain,2015,male,15-24 years,109,2287320,4.77,"1,197,789,902,774",27108,Millenials,Western Europe,36,6.329,1.31379,0.95562,0.45951000000000003,0.06398,0.18227000000000002,2.12367
Spain,2015,female,25-34 years,66,2884411,2.29,"1,197,789,902,774",27108,Millenials,Western Europe,36,6.329,1.31379,0.95562,0.45951000000000003,0.06398,0.18227000000000002,2.12367
Spain,2015,female,15-24 years,47,2177807,2.16,"1,197,789,902,774",27108,Millenials,Western Europe,36,6.329,1.31379,0.95562,0.45951000000000003,0.06398,0.18227000000000002,2.12367
Spain,2015,male,5-14 years,7,2475209,0.28,"1,197,789,902,774",27108,Generation Z,Western Europe,36,6.329,1.31379,0.95562,0.45951000000000003,0.06398,0.18227000000000002,2.12367
Spain,2015,female,5-14 years,1,2329505,0.04,"1,197,789,902,774",27108,Generation Z,Western Europe,36,6.329,1.31379,0.95562,0.45951000000000003,0.06398,0.18227000000000002,2.12367
Sweden,2015,male,75+ years,115,341315,33.69,"497,918,109,302",54629,Silent,Western Europe,8,7.364,1.2890700000000002,0.9108700000000001,0.6598,0.43843999999999994,0.36262,2.3711900000000004
Sweden,2015,male,55-74 years,268,1097579,24.42,"497,918,109,302",54629,Boomers,Western Europe,8,7.364,1.2890700000000002,0.9108700000000001,0.6598,0.43843999999999994,0.36262,2.3711900000000004
Sweden,2015,male,35-54 years,288,1289581,22.33,"497,918,109,302",54629,Generation X,Western Europe,8,7.364,1.2890700000000002,0.9108700000000001,0.6598,0.43843999999999994,0.36262,2.3711900000000004
Sweden,2015,male,25-34 years,108,638657,16.91,"497,918,109,302",54629,Millenials,Western Europe,8,7.364,1.2890700000000002,0.9108700000000001,0.6598,0.43843999999999994,0.36262,2.3711900000000004
Sweden,2015,male,15-24 years,69,621210,11.11,"497,918,109,302",54629,Millenials,Western Europe,8,7.364,1.2890700000000002,0.9108700000000001,0.6598,0.43843999999999994,0.36262,2.3711900000000004
Sweden,2015,female,55-74 years,102,1112312,9.17,"497,918,109,302",54629,Boomers,Western Europe,8,7.364,1.2890700000000002,0.9108700000000001,0.6598,0.43843999999999994,0.36262,2.3711900000000004
Sweden,2015,female,35-54 years,100,1249962,8.0,"497,918,109,302",54629,Generation X,Western Europe,8,7.364,1.2890700000000002,0.9108700000000001,0.6598,0.43843999999999994,0.36262,2.3711900000000004
Sweden,2015,female,25-34 years,48,609532,7.87,"497,918,109,302",54629,Millenials,Western Europe,8,7.364,1.2890700000000002,0.9108700000000001,0.6598,0.43843999999999994,0.36262,2.3711900000000004
Sweden,2015,female,75+ years,38,485940,7.82,"497,918,109,302",54629,Silent,Western Europe,8,7.364,1.2890700000000002,0.9108700000000001,0.6598,0.43843999999999994,0.36262,2.3711900000000004
Sweden,2015,female,15-24 years,38,585957,6.49,"497,918,109,302",54629,Millenials,Western Europe,8,7.364,1.2890700000000002,0.9108700000000001,0.6598,0.43843999999999994,0.36262,2.3711900000000004
Sweden,2015,female,5-14 years,5,526361,0.95,"497,918,109,302",54629,Generation Z,Western Europe,8,7.364,1.2890700000000002,0.9108700000000001,0.6598,0.43843999999999994,0.36262,2.3711900000000004
Sweden,2015,male,5-14 years,3,556118,0.54,"497,918,109,302",54629,Generation Z,Western Europe,8,7.364,1.2890700000000002,0.9108700000000001,0.6598,0.43843999999999994,0.36262,2.3711900000000004
Switzerland,2015,male,75+ years,143,275569,51.89,"679,289,166,858",86068,Silent,Western Europe,1,7.587000000000001,1.34951,0.9414299999999999,0.66557,0.41978000000000004,0.29678000000000004,2.5173799999999997
Switzerland,2015,male,55-74 years,264,891482,29.61,"679,289,166,858",86068,Boomers,Western Europe,1,7.587000000000001,1.34951,0.9414299999999999,0.66557,0.41978000000000004,0.29678000000000004,2.5173799999999997
Switzerland,2015,male,35-54 years,242,1248988,19.38,"679,289,166,858",86068,Generation X,Western Europe,1,7.587000000000001,1.34951,0.9414299999999999,0.66557,0.41978000000000004,0.29678000000000004,2.5173799999999997
Switzerland,2015,male,25-34 years,80,586880,13.63,"679,289,166,858",86068,Millenials,Western Europe,1,7.587000000000001,1.34951,0.9414299999999999,0.66557,0.41978000000000004,0.29678000000000004,2.5173799999999997
Switzerland,2015,male,15-24 years,62,482708,12.84,"679,289,166,858",86068,Millenials,Western Europe,1,7.587000000000001,1.34951,0.9414299999999999,0.66557,0.41978000000000004,0.29678000000000004,2.5173799999999997
Switzerland,2015,female,75+ years,41,414205,9.9,"679,289,166,858",86068,Silent,Western Europe,1,7.587000000000001,1.34951,0.9414299999999999,0.66557,0.41978000000000004,0.29678000000000004,2.5173799999999997
Switzerland,2015,female,35-54 years,111,1227126,9.05,"679,289,166,858",86068,Generation X,Western Europe,1,7.587000000000001,1.34951,0.9414299999999999,0.66557,0.41978000000000004,0.29678000000000004,2.5173799999999997
Switzerland,2015,female,55-74 years,82,922222,8.89,"679,289,166,858",86068,Boomers,Western Europe,1,7.587000000000001,1.34951,0.9414299999999999,0.66557,0.41978000000000004,0.29678000000000004,2.5173799999999997
Switzerland,2015,female,15-24 years,20,462559,4.32,"679,289,166,858",86068,Millenials,Western Europe,1,7.587000000000001,1.34951,0.9414299999999999,0.66557,0.41978000000000004,0.29678000000000004,2.5173799999999997
Switzerland,2015,female,25-34 years,24,577973,4.15,"679,289,166,858",86068,Millenials,Western Europe,1,7.587000000000001,1.34951,0.9414299999999999,0.66557,0.41978000000000004,0.29678000000000004,2.5173799999999997
Switzerland,2015,female,5-14 years,2,390910,0.51,"679,289,166,858",86068,Generation Z,Western Europe,1,7.587000000000001,1.34951,0.9414299999999999,0.66557,0.41978000000000004,0.29678000000000004,2.5173799999999997
Switzerland,2015,male,5-14 years,2,411880,0.49,"679,289,166,858",86068,Generation Z,Western Europe,1,7.587000000000001,1.34951,0.9414299999999999,0.66557,0.41978000000000004,0.29678000000000004,2.5173799999999997
Thailand,2015,male,75+ years,174,1068139,16.29,"401,399,422,443",6552,Silent,Southeastern Asia,34,6.455,1.26504,0.7385,0.5566399999999999,0.031869999999999996,0.5763,2.31945
Thailand,2015,male,35-54 years,1482,10101149,14.67,"401,399,422,443",6552,Generation X,Southeastern Asia,34,6.455,1.26504,0.7385,0.5566399999999999,0.031869999999999996,0.5763,2.31945
Thailand,2015,male,55-74 years,718,4990958,14.39,"401,399,422,443",6552,Boomers,Southeastern Asia,34,6.455,1.26504,0.7385,0.5566399999999999,0.031869999999999996,0.5763,2.31945
Thailand,2015,male,25-34 years,663,4873464,13.6,"401,399,422,443",6552,Millenials,Southeastern Asia,34,6.455,1.26504,0.7385,0.5566399999999999,0.031869999999999996,0.5763,2.31945
Thailand,2015,male,15-24 years,317,4847684,6.54,"401,399,422,443",6552,Millenials,Southeastern Asia,34,6.455,1.26504,0.7385,0.5566399999999999,0.031869999999999996,0.5763,2.31945
Thailand,2015,female,55-74 years,248,5795996,4.28,"401,399,422,443",6552,Boomers,Southeastern Asia,34,6.455,1.26504,0.7385,0.5566399999999999,0.031869999999999996,0.5763,2.31945
Thailand,2015,female,75+ years,63,1527522,4.12,"401,399,422,443",6552,Silent,Southeastern Asia,34,6.455,1.26504,0.7385,0.5566399999999999,0.031869999999999996,0.5763,2.31945
Thailand,2015,female,35-54 years,363,10646859,3.41,"401,399,422,443",6552,Generation X,Southeastern Asia,34,6.455,1.26504,0.7385,0.5566399999999999,0.031869999999999996,0.5763,2.31945
Thailand,2015,female,25-34 years,96,4783703,2.01,"401,399,422,443",6552,Millenials,Southeastern Asia,34,6.455,1.26504,0.7385,0.5566399999999999,0.031869999999999996,0.5763,2.31945
Thailand,2015,female,15-24 years,55,4632371,1.19,"401,399,422,443",6552,Millenials,Southeastern Asia,34,6.455,1.26504,0.7385,0.5566399999999999,0.031869999999999996,0.5763,2.31945
Thailand,2015,female,5-14 years,14,3881727,0.36,"401,399,422,443",6552,Generation Z,Southeastern Asia,34,6.455,1.26504,0.7385,0.5566399999999999,0.031869999999999996,0.5763,2.31945
Thailand,2015,male,5-14 years,12,4111704,0.29,"401,399,422,443",6552,Generation Z,Southeastern Asia,34,6.455,1.26504,0.7385,0.5566399999999999,0.031869999999999996,0.5763,2.31945
Turkey,2015,male,75+ years,61,986961,6.18,"859,796,872,794",11961,Silent,Middle East and Northern Africa,76,5.332000000000001,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528
Turkey,2015,male,55-74 years,223,5079228,4.39,"859,796,872,794",11961,Boomers,Middle East and Northern Africa,76,5.332000000000001,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528
Turkey,2015,male,25-34 years,241,6452161,3.74,"859,796,872,794",11961,Millenials,Middle East and Northern Africa,76,5.332000000000001,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528
Turkey,2015,male,35-54 years,385,10466600,3.68,"859,796,872,794",11961,Generation X,Middle East and Northern Africa,76,5.332000000000001,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528
Turkey,2015,male,15-24 years,207,6573627,3.15,"859,796,872,794",11961,Millenials,Middle East and Northern Africa,76,5.332000000000001,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528
Turkey,2015,female,15-24 years,131,6267398,2.09,"859,796,872,794",11961,Millenials,Middle East and Northern Africa,76,5.332000000000001,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528
Turkey,2015,female,75+ years,25,1479388,1.69,"859,796,872,794",11961,Silent,Middle East and Northern Africa,76,5.332000000000001,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528
Turkey,2015,female,25-34 years,72,6288287,1.14,"859,796,872,794",11961,Millenials,Middle East and Northern Africa,76,5.332000000000001,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528
Turkey,2015,female,35-54 years,109,10293526,1.06,"859,796,872,794",11961,Generation X,Middle East and Northern Africa,76,5.332000000000001,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528
Turkey,2015,female,55-74 years,42,5456986,0.77,"859,796,872,794",11961,Boomers,Middle East and Northern Africa,76,5.332000000000001,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528
Turkey,2015,female,5-14 years,18,6100840,0.3,"859,796,872,794",11961,Generation Z,Middle East and Northern Africa,76,5.332000000000001,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528
